latitude,longitude,incomegroup,private01,Number of Student
28.00676,120.676186,Upper middle income,0.0,133127.0
28.0159061,77.334932,Lower middle income,1.0,4502.0
28.0301306,-81.9179961,High income,1.0,25282.0
28.0311341,73.2593482,Lower middle income,0.0,653200.0
28.032533,73.329481,Lower middle income,0.0,15631.0
28.0327996,-81.7140655,High income,0.0,114602.0
28.0333985,-82.3835582,High income,1.0,6853.0
28.0413403,95.3368773,Lower middle income,1.0,4334.0
28.0587031,-82.4138539,High income,0.0,382666.0
28.0646888,-80.623022,High income,1.0,49233.0
28.0756057,73.3450669,Lower middle income,0.0,22205.0
28.0992612,-15.4198307,High income,0.0,23092.0
28.1035175,-15.4177236,High income,0.0,23729.0
28.115885,113.0087,Upper middle income,0.0,30461.0
28.1226324,30.733585,Lower middle income,0.0,263474.0
28.131862,112.990237,Upper middle income,0.0,109654.0
28.132033,112.896889,Upper middle income,0.0,67052.0
28.132303,75.9540123,Lower middle income,1.0,7950.0
28.16437,112.93251,Upper middle income,0.0,55077.0
28.167381,112.9314615,Upper middle income,1.0,17130.0
28.167918,112.937213,Upper middle income,0.0,166882.0
28.176763,75.2455438,Lower middle income,1.0,6244.0
28.180967,113.084828,Upper middle income,0.0,130970.0
28.1844512,113.0821033,Upper middle income,1.0,60647.0
28.1996166,112.8693951,Upper middle income,0.0,55423.0
28.2018399,112.8754037,Upper middle income,1.0,78402.0
28.205518,112.926696,Upper middle income,0.0,44091.0
28.21299,112.916326,Upper middle income,0.0,107758.0
28.21299,112.916326,Upper middle income,1.0,19314.0
28.2142578,77.1731034,Lower middle income,1.0,6247.0
28.218868,112.92016,Upper middle income,0.0,58791.0
28.218868,112.92016,Upper middle income,1.0,16576.0
28.2415503,45.9461975,High income,0.0,29300.0
28.2490705,113.0137618,Upper middle income,0.0,48299.0
28.2648189,77.0645374,Lower middle income,1.0,1581.0
28.2730427,75.6394482,Lower middle income,1.0,6247.0
28.286999,109.721903,Upper middle income,0.0,165051.0
28.291916,79.493058,Lower middle income,1.0,6077.0
28.3024838,-81.3626275,High income,1.0,2011.0
28.3184502,76.9137212,Lower middle income,1.0,6077.0
28.320709,113.082738,Upper middle income,1.0,44957.0
28.3323564,76.9385996,Lower middle income,0.0,23483.0
28.3383486,-82.2568391,High income,1.0,138498.0
28.3511453,76.1337011,Lower middle income,1.0,6245.0
28.3588163,75.5880204,Lower middle income,1.0,79239.0
28.3645265,77.539859,Lower middle income,1.0,4500.0
28.3674749,77.3158949,Lower middle income,0.0,37517.0
28.3687704,79.457212,Lower middle income,0.0,826803.0
28.3720633,77.5405955,Lower middle income,1.0,6247.0
28.3904755,79.4357971,Lower middle income,0.0,8410.0
28.3905412,-16.5244266,High income,1.0,10094.0
28.390596,75.344828,Lower middle income,1.0,4505.0
28.3941074,36.4767731,High income,0.0,63120.0
28.4027796,45.9464085,High income,1.0,23455.0
28.4063746,36.5518451,High income,1.0,13519.0
28.409308,77.403165,Lower middle income,1.0,6245.0
28.417761,117.971236,Upper middle income,0.0,54451.0
28.4209228,77.5267391,Lower middle income,0.0,23716.0
28.429753,77.111674,Lower middle income,1.0,4502.0
28.4438229,74.5166092,Lower middle income,0.0,44907.0
28.4503781,77.2837474,Lower middle income,1.0,10751.0
28.4506465,77.5841978,Lower middle income,1.0,4505.0
28.457037,119.901428,Upper middle income,0.0,65732.0
28.4581066,77.4947516,Lower middle income,1.0,1590.0
28.4625191,36.5023609,High income,1.0,16649.0
28.4717093,77.0578607,Lower middle income,1.0,8653.0
28.4752983,77.4823338,Lower middle income,1.0,54953.0
28.4783428,76.9038708,Lower middle income,1.0,4505.0
28.4810934,-16.3158421,High income,0.0,200496.0
28.4892014,77.2044467,Lower middle income,0.0,4415977.0
28.5036494,77.0498665,Lower middle income,1.0,8815.0
28.5068854,77.1659994,Lower middle income,1.0,5274.0
28.5132149,53.6125918,Upper middle income,0.0,17328.0
28.5136029,77.243265,Lower middle income,1.0,6593.0
28.5154778,77.2504898,Lower middle income,1.0,18067.0
28.5166561,77.2251354,Lower middle income,0.0,19160.0
28.5267298,77.575363,Lower middle income,1.0,4500.0
28.5358633,53.6318217,Upper middle income,0.0,8233.0
28.5368581,77.1847837,Lower middle income,1.0,8030.0
28.5388635,77.1918479,Lower middle income,0.0,19146.0
28.5393024,77.1813334,Lower middle income,1.0,8209.0
28.539327,77.1911918,Lower middle income,0.0,3517.0
28.540055,112.387581,Upper middle income,0.0,59493.0
28.5402232,77.1662154,Lower middle income,0.0,49773.0
28.5409449,77.1820994,Lower middle income,0.0,38353.0
28.5439106,77.3331085,Lower middle income,1.0,126659.0
28.5444075,77.1483942,Lower middle income,1.0,6773.0
28.5447675,77.1913589,Lower middle income,0.0,40236.0
28.5455143,77.2730604,Lower middle income,0.0,6472.0
28.5575087,77.2125855,Lower middle income,0.0,43534.0
28.5582754,77.2188329,Lower middle income,0.0,14231.0
28.5602095,77.2823457,Lower middle income,0.0,92445.0
28.565054,77.2099264,Lower middle income,0.0,24889.0
28.5742627,77.1569494,Lower middle income,1.0,1422.0
28.5755182,77.0693909,Lower middle income,1.0,7143.0
28.5842523,77.1638282,Lower middle income,0.0,1623339.0
28.5852347,77.1902302,Lower middle income,0.0,1385.0
28.5895671,77.0484903,Lower middle income,1.0,7138.0
28.5930546,-81.3479769,High income,1.0,51630.0
28.5949739,77.0192989,Lower middle income,0.0,159024.0
28.5970447,-81.2038449,High income,0.0,343983.0
28.5995235,77.0241022,Lower middle income,0.0,1268.0
28.6017798,57.8293276,Upper middle income,0.0,10994.0
28.611097,-81.3874738,High income,1.0,16542.0
28.6117912,77.2192295,Lower middle income,0.0,10355.0
28.6196552,77.2385387,Lower middle income,0.0,1653.0
28.6223011,77.2393724,Lower middle income,1.0,4502.0
28.6297291,77.3720556,Lower middle income,1.0,6117.0
28.6362959,77.2245631,Lower middle income,0.0,7760.0
28.639763,77.1694406,Lower middle income,0.0,8214.0
28.6478893,180,Lower middle income,1.0,28565.0
28.6489976,77.4085596,Lower middle income,1.0,9668.0
28.656811,115.828837,Upper middle income,0.0,132346.0
28.6637969,77.2319251,Lower middle income,0.0,2030.0
28.664222,115.756065,Upper middle income,0.0,57472.0
28.6652594,77.2323931,Lower middle income,0.0,6334.0
28.674288,77.448762,Lower middle income,1.0,8344.0
28.6744,115.95282,Upper middle income,1.0,35918.0
28.676363,115.935491,Upper middle income,0.0,62136.0
28.676363,115.935491,Upper middle income,1.0,77928.0
28.6784101,115.7465026,Upper middle income,1.0,21599.0
28.6785,116.031212,Upper middle income,0.0,128967.0
28.6806894,116.0177609,Upper middle income,1.0,213790.0
28.683529,115.937347,Upper middle income,0.0,58084.0
28.6922311,57.75313,Upper middle income,0.0,3303.0
28.7121296,115.73866,Upper middle income,0.0,77630.0
28.718968,77.1088292,Lower middle income,1.0,7143.0
28.7216822,77.6959915,Lower middle income,1.0,6247.0
28.7227066,115.8032377,Upper middle income,0.0,68042.0
28.7247282,115.8040853,Upper middle income,0.0,82722.0
28.739926,115.853957,Upper middle income,0.0,135571.0
28.739926,115.853957,Upper middle income,1.0,25419.0
28.7438232,77.1456977,Lower middle income,0.0,41187.0
28.74501,-81.3046465,High income,1.0,168923.0
28.7605701,54.5619665,Upper middle income,0.0,9038.0
28.762772,115.832826,Upper middle income,0.0,107102.0
28.762772,115.832826,Upper middle income,1.0,23762.0
28.8107399,-81.8748058,High income,1.0,1055.0
28.8145147,77.1337656,Lower middle income,0.0,6527.0
28.8185967,78.642544,Lower middle income,1.0,8815.0
28.8223576,78.658538,Lower middle income,1.0,29547.0
28.8378287,78.3496163,Lower middle income,1.0,4502.0
28.8382823,77.5759501,Lower middle income,1.0,12249.0
28.850984,121.116958,Upper middle income,0.0,78542.0
28.8531935,76.5421906,Lower middle income,0.0,6525.0
28.8742946,76.6441527,Lower middle income,1.0,5267.0
28.8768269,76.621108,Lower middle income,0.0,969518.0
28.8781577,77.1338058,Lower middle income,0.0,2103.0
28.8793375,79.0178867,Lower middle income,1.0,6927.0
28.882371,105.444623,Upper middle income,0.0,64603.0
28.884793,76.6085837,Lower middle income,0.0,19272.0
28.8883681,52.5516701,Upper middle income,0.0,11433.0
28.9084376,50.8215586,Upper middle income,0.0,32350.0
28.9198224,77.1279102,Lower middle income,1.0,4505.0
28.9264157,77.0565769,Lower middle income,1.0,11227.0
28.9297751,53.6324832,Upper middle income,0.0,5258.0
28.9603732,77.6386726,Lower middle income,1.0,6244.0
28.972918,77.73933,Lower middle income,0.0,1467791.0
28.9795018,50.8341335,Upper middle income,0.0,16605.0
28.982628,118.868238,Upper middle income,0.0,26282.0
28.989056,111.692068,Upper middle income,1.0,22289.0
29.0228626,79.4879412,Lower middle income,0.0,35783.0
29.02518,111.720481,Upper middle income,1.0,18511.0
29.0272123,77.0621078,Lower middle income,0.0,19146.0
29.0348652,-81.3009159,High income,1.0,38768.0
29.0434112,111.6719387,Upper middle income,0.0,90981.0
29.0493177,31.1182695,Lower middle income,1.0,13538.0
29.0711977,77.71226,Lower middle income,1.0,6771.0
29.0747846,77.7082487,Lower middle income,0.0,26939.0
29.082023,119.69485,Upper middle income,1.0,14494.0
29.082829,31.102181,Lower middle income,0.0,252673.0
29.090611,58.318579,Upper middle income,0.0,4039.0
29.146813,75.710393,Lower middle income,0.0,19160.0
29.1503508,75.7057018,Lower middle income,0.0,21675.0
29.1515865,76.8045633,Lower middle income,0.0,16165.0
29.168503,75.7382289,Lower middle income,0.0,11703.0
29.188697,76.6225577,Low income,0.0,17813.0
29.1893003,79.5178885,Lower middle income,0.0,33845.0
29.1899469,-81.047017,High income,1.0,110576.0
29.2022793,-81.0493762,High income,1.0,200924.0
29.2110122,-81.031574,High income,1.0,31545.0
29.2299841,115.8083221,Upper middle income,1.0,26543.0
29.2306827,79.0129279,Lower middle income,0.0,4778.0
29.292926,117.250338,Upper middle income,0.0,99799.0
29.292926,117.250338,Upper middle income,1.0,16576.0
29.3201529,30.838739,Lower middle income,0.0,103949.0
29.335133,104.766023,Upper middle income,0.0,149978.0
29.3409918,113.1477691,Upper middle income,0.0,62466.0
29.344514,105.942651,Upper middle income,0.0,45589.0
29.344514,105.942651,Upper middle income,1.0,27549.0
29.35623,106.53527,Upper middle income,1.0,19312.0
29.357379,113.1219452,Upper middle income,1.0,16576.0
29.3826134,79.4584008,Lower middle income,1.0,405730.0
29.4142279,55.6986142,Upper middle income,0.0,9513.0
29.4263921,-98.5433881,High income,1.0,12447.0
29.447918,60.8507596,Upper middle income,0.0,22099.0
29.4594668,60.8524125,Upper middle income,0.0,97744.0
29.4878707,106.5426937,Upper middle income,0.0,5337.0
29.490209,106.571373,Upper middle income,0.0,93702.0
29.529766,106.569271,Upper middle income,0.0,108604.0
29.535171,106.605308,Upper middle income,0.0,187402.0
29.535171,106.605308,Upper middle income,1.0,59946.0
29.535475,106.504511,Upper middle income,0.0,75633.0
29.5462476,75.0441286,Lower middle income,0.0,23713.0
29.555885,103.751747,Upper middle income,0.0,77020.0
29.56488,106.468097,Upper middle income,0.0,282198.0
29.571929,106.436244,Upper middle income,0.0,44014.0
29.5816378,52.5790868,Upper middle income,0.0,5134.0
29.5900565,105.050921,Upper middle income,0.0,69443.0
29.601196,106.326978,Upper middle income,0.0,55261.0
29.6058498,52.4556236,Upper middle income,1.0,3140.0
29.612289,106.30632,Upper middle income,0.0,110237.0
29.6251283,52.5593092,Upper middle income,0.0,7177.0
29.6279204,51.6625884,Upper middle income,0.0,16605.0
29.6299262,52.5236912,Upper middle income,0.0,44518.0
29.6459731,52.4940247,Upper middle income,0.0,117006.0
29.646222,91.146781,Upper middle income,0.0,38091.0
29.6463484,-95.5882852,High income,1.0,1436.0
29.650076,-82.322021,High income,1.0,4066.0
29.663574,106.595843,Upper middle income,0.0,105323.0
29.665494,106.6072,Upper middle income,1.0,36728.0
29.6674505,-82.3132143,High income,1.0,2774.0
29.6727345,91.138645,Upper middle income,0.0,48001.0
29.6862705,-82.319746,High income,0.0,472630.0
29.7014151,76.9847675,Lower middle income,0.0,3684.0
29.7134127,118.2903939,Upper middle income,0.0,68327.0
29.720049,115.998825,Upper middle income,0.0,108399.0
29.7435429,120.194897,Upper middle income,0.0,110237.0
29.7435429,120.194897,Upper middle income,1.0,19312.0
29.7845357,77.2814242,Lower middle income,1.0,4502.0
29.7848273,31.3121121,Lower middle income,0.0,81559.0
29.7907128,-90.8028699,High income,0.0,96451.0
29.790749,40.044994,High income,0.0,54869.0
29.803449,121.561609,Upper middle income,0.0,146878.0
29.8080146,52.4395536,Upper middle income,0.0,1745.0
29.815084,121.572867,Upper middle income,1.0,14624.0
29.8199329,106.4228594,Upper middle income,0.0,48005.0
29.854229,106.071605,Upper middle income,1.0,46971.0
29.8617481,76.4609277,Lower middle income,1.0,4500.0
29.8641395,-81.3146667,High income,1.0,4906.0
29.8648744,77.8964583,Lower middle income,0.0,44465.0
29.865437,114.27226,Upper middle income,0.0,46971.0
29.866533,31.3185978,Lower middle income,0.0,505132.0
29.888163,121.483992,Upper middle income,1.0,55261.0
29.8923759,-81.3147089,High income,1.0,18661.0
29.9066615,78.0025845,Lower middle income,1.0,18940.0
29.909863,121.614323,Upper middle income,0.0,41.0
29.9120747,-89.9949508,High income,1.0,12297.0
29.916166,121.630042,Upper middle income,1.0,19314.0
29.9200441,78.1229689,Lower middle income,0.0,12547.0
29.9213086,78.0535977,Lower middle income,0.0,1793.0
29.9346582,-90.1209925,High income,1.0,63337.0
29.9361959,30.8836681,Lower middle income,1.0,8459.0
29.9407282,-90.1203167,High income,1.0,129638.0
29.9449527,31.063976,Lower middle income,1.0,2775.0
29.9458244,76.8165685,Lower middle income,0.0,16572.0
29.9511298,101.75085,Upper middle income,0.0,50176.0
29.9567006,30.9579462,Lower middle income,1.0,20633.0
29.9572962,-90.0832621,High income,0.0,20777.0
29.9595123,31.2488609,Lower middle income,1.0,78519.0
29.959746,30.933654,Lower middle income,1.0,22621.0
29.9606297,75.1248143,Lower middle income,1.0,4500.0
29.9641088,-90.107647,High income,1.0,33484.0
29.965145,31.015915,Lower middle income,1.0,18445.0
29.9692816,76.8819017,Lower middle income,0.0,383615.0
29.970292,106.410835,Upper middle income,1.0,62942.0
29.9770322,30.9464116,Lower middle income,1.0,78256.0
29.977484,102.993691,Upper middle income,0.0,114176.0
29.980111,120.571147,Upper middle income,1.0,26973.0
29.9868285,31.4413458,Lower middle income,1.0,16711.0
29.990541,120.5745152,Upper middle income,0.0,51442.0
29.9930261,31.3113721,Lower middle income,1.0,16713.0
29.996053,30.9658318,Lower middle income,1.0,55887.0
29.9966395,-90.0662662,High income,1.0,19761.0
29.9975163,32.5004776,Lower middle income,0.0,183515.0
29.9981428,78.1927787,Lower middle income,1.0,3165.0
3.0695473,30.9376971,Low income,1.0,5366.0
3.1519373,101.6711449,Upper middle income,1.0,10194.0
3.2163912,-76.433666,Upper middle income,1.0,20647.0
3.3031301,117.6488345,Upper middle income,0.0,21887.0
3.311064,117.6287478,Upper middle income,1.0,5462.0
3.3425569,-76.5298476,Upper middle income,1.0,10342.0
3.344976,-76.5444787,Upper middle income,1.0,62633.0
3.3451575,-76.5403863,Upper middle income,1.0,21900.0
3.3758083,-76.5333726,Upper middle income,0.0,70852.0
3.3762004,-76.5309008,Upper middle income,0.0,84649.0
3.4028559,-76.5482078,Upper middle income,1.0,110367.0
3.4263542,-76.537144,Upper middle income,0.0,31248.0
3.4529044,-76.5363032,Upper middle income,0.0,36863.0
3.4583611,-76.5344544,Upper middle income,1.0,25505.0
3.4676089,97.8262973,Upper middle income,1.0,3381.0
3.4704728,-76.5273852,Upper middle income,0.0,32981.0
3.4877237,-76.526334,Upper middle income,1.0,8923.0
3.5121776,-76.3074038,Upper middle income,0.0,253741.0
3.5260446,98.6330535,Upper middle income,1.0,5315.0
3.5285028,98.6508356,Upper middle income,1.0,8557.0
3.535275,-76.2991802,Upper middle income,1.0,17188.0
3.5368391,98.6319635,Upper middle income,1.0,1948.0
3.5401153,-76.2886581,Upper middle income,1.0,47134.0
3.5458906,98.7023755,Upper middle income,1.0,37878.0
3.550273,98.6601511,Upper middle income,1.0,8025.0
3.561676,98.6563423,Upper middle income,1.0,7319.0
3.5623385,98.6938798,Upper middle income,1.0,116904.0
3.5673433,98.6957766,Upper middle income,1.0,69351.0
3.5767414,98.6432246,Upper middle income,1.0,69530.0
3.578666,98.6707408,Upper middle income,1.0,8010.0
3.5790514,98.6703297,Upper middle income,1.0,13206.0
3.5795916,98.6645431,Upper middle income,1.0,43676.0
3.5798266,98.6640592,Upper middle income,1.0,8291.0
3.5859856,98.6867604,Upper middle income,1.0,4268.0
3.586084,98.673441,Upper middle income,1.0,4691.0
3.586335,98.703153,Upper middle income,1.0,2587.0
3.5882654,98.6905444,Upper middle income,1.0,3184.0
3.5887786,98.6795171,Upper middle income,1.0,5316.0
3.5902117,98.6453575,Upper middle income,1.0,36541.0
3.590339,98.663394,Upper middle income,0.0,19069.0
3.59214,98.6725216,Upper middle income,1.0,6170.0
3.594611,98.6384456,Upper middle income,1.0,3387.0
3.5961466,98.6502401,Upper middle income,1.0,8019.0
3.5963064,98.7288238,Upper middle income,1.0,6170.0
3.5969033,98.6812317,Upper middle income,1.0,89429.0
3.598666,98.6805663,Upper middle income,1.0,6436.0
3.6004317,98.7149746,Upper middle income,1.0,6953.0
3.6043806,98.7196761,Upper middle income,1.0,316.0
3.605009,98.626824,Upper middle income,1.0,1327.0
3.6056353,98.7167586,Upper middle income,1.0,9000.0
3.6135678,98.6734622,Upper middle income,1.0,8015.0
3.6142934,98.675527,Upper middle income,1.0,21527.0
3.7462628,8.7749064,Upper middle income,0.0,21257.0
3.8412543,11.4854525,Lower middle income,1.0,6908.0
3.843718,11.520898,Lower middle income,1.0,77567.0
3.8478884,-76.9992011,Upper middle income,0.0,35383.0
3.8502813,11.5219797,Lower middle income,1.0,11605.0
3.8506216,11.4984663,Lower middle income,0.0,25847.0
3.8587793,11.5019372,Lower middle income,1.0,10568.0
3.8603693,11.5110614,Low income,0.0,25637.0
3.8603693,11.5110614,Lower middle income,0.0,26505.0
3.8603693,11.5110614,Upper middle income,0.0,6580.0
3.8649589,11.4622008,Lower middle income,1.0,10794.0
3.8697964,11.4966292,Lower middle income,0.0,13525.0
3.8716142,11.5128948,Lower middle income,0.0,26281.0
3.8781028,11.5223467,Lower middle income,1.0,18468.0
3.8850775,11.514406,Lower middle income,1.0,5507.0
3.8864327,11.5490457,Lower middle income,0.0,25398.0
3.9015728,11.5476628,Lower middle income,1.0,9275.0
3.9269784,11.5210872,Lower middle income,1.0,7629.0
3.9451784,11.516863,Lower middle income,1.0,10188.0
3.9637335,11.5866291,Lower middle income,0.0,29196.0
30.003988,106.263497,Upper middle income,1.0,28281.0
30.0121847,30.9868612,Lower middle income,1.0,14027.0
30.0186205,31.5014854,Lower middle income,1.0,43154.0
30.0259133,-90.0449055,High income,0.0,40735.0
30.0271539,31.4917257,Lower middle income,1.0,21585.0
30.0271716,31.2086854,Lower middle income,0.0,339287.0
30.0302281,-90.0631789,High income,0.0,157309.0
30.0377079,31.2168788,Lower middle income,1.0,2969.0
30.044522,31.2638223,Lower middle income,0.0,1580963.0
30.0470295,57.2482782,Upper middle income,0.0,2494.0
30.0620126,78.9933274,Lower middle income,0.0,14337.0
30.0636699,31.3456095,Lower middle income,1.0,77936.0
30.0665655,31.3440219,Lower middle income,1.0,22624.0
30.0720674,31.0218796,Lower middle income,0.0,74887.0
30.0770352,31.2851059,Lower middle income,0.0,1452111.0
30.0809327,78.2860759,Lower middle income,0.0,4782.0
30.0817439,31.017934,Lower middle income,1.0,30129.0
30.1177753,31.605976,Lower middle income,1.0,32526.0
30.1196315,31.6066008,Lower middle income,1.0,22616.0
30.1357741,74.7893992,Lower middle income,0.0,19276.0
30.1421144,31.7185571,Lower middle income,1.0,21383.0
30.150443,31.6068263,Lower middle income,1.0,16224.0
30.1526028,31.4291798,Lower middle income,1.0,2297.0
30.1594317,-85.6481613,High income,1.0,5809.0
30.1703556,31.4916833,Lower middle income,1.0,50052.0
30.175199,120.1480951,Upper middle income,1.0,12425.0
30.1788135,-93.2168568,High income,0.0,103212.0
30.1930468,78.1650028,Lower middle income,1.0,1028.0
30.209646,115.032129,Upper middle income,0.0,53566.0
30.2114404,-92.0204121,High income,0.0,209359.0
30.2184454,78.7669899,Lower middle income,0.0,6473.0
30.2213855,75.6996642,Lower middle income,0.0,13374.0
30.221902,75.0587735,Lower middle income,1.0,4332.0
30.2278191,78.8035453,Lower middle income,0.0,767381.0
30.2308529,115.063922,Upper middle income,0.0,53648.0
30.2327388,-81.579962,High income,1.0,3328.0
30.2421403,120.1581419,Upper middle income,1.0,18291.0
30.243379,120.160433,Upper middle income,0.0,38807.0
30.2438771,57.1070214,Upper middle income,0.0,32509.0
30.248875,120.085317,Upper middle income,1.0,24576.0
30.2512693,77.0478949,Lower middle income,1.0,67093.0
30.2519643,57.1054822,Upper middle income,0.0,91505.0
30.2591619,78.0967269,Lower middle income,0.0,14217.0
30.2661204,-81.5072314,High income,0.0,122415.0
30.2686208,77.9948422,Lower middle income,1.0,6075.0
30.2690156,78.0442659,Lower middle income,0.0,23827.0
30.2733035,77.9997791,Lower middle income,1.0,9539.0
30.286825,120.140528,Upper middle income,0.0,96861.0
30.289532,120.009886,Upper middle income,0.0,132637.0
30.289747,120.2048085,Upper middle income,1.0,26973.0
30.2929586,77.6400548,Lower middle income,1.0,4502.0
30.3086844,120.0864995,Upper middle income,0.0,393662.0
30.315807,120.3517315,Upper middle income,1.0,17382.0
30.318764,120.363977,Upper middle income,0.0,51699.0
30.318764,120.363977,Upper middle income,1.0,28023.0
30.319673,120.34066,Upper middle income,0.0,42936.0
30.325227,109.479806,Upper middle income,1.0,19314.0
30.3292554,-87.6532433,High income,1.0,105520.0
30.3346052,48.3109436,Upper middle income,0.0,19248.0
30.3370687,78.40273,Lower middle income,0.0,14344.0
30.3406564,77.875355,Lower middle income,1.0,7950.0
30.3410112,77.9544105,Lower middle income,1.0,4334.0
30.3438262,77.9978107,Lower middle income,0.0,13593.0
30.345132,77.9405748,Lower middle income,0.0,19272.0
30.3506686,76.4219014,Lower middle income,0.0,300911.0
30.3530584,-81.6066798,High income,1.0,45635.0
30.3564242,76.3647012,Lower middle income,1.0,16953.0
30.3668968,55.936821,Upper middle income,0.0,15638.0
30.3697208,30.4973589,Lower middle income,0.0,102961.0
30.373056,114.40137,Upper middle income,0.0,206656.0
30.3865389,76.3241666,Lower middle income,0.0,2078.0
30.3872192,55.923385,Upper middle income,0.0,36656.0
30.395919,114.422079,Upper middle income,0.0,26453.0
30.3989501,78.0758268,Lower middle income,1.0,16351.0
30.3997978,78.0784709,Lower middle income,1.0,4505.0
30.4018802,48.2038665,Upper middle income,0.0,10947.0
30.407792,114.293016,Upper middle income,1.0,99082.0
30.4132579,-91.1800023,High income,0.0,363368.0
30.4132579,-91.1800023,High income,1.0,22575.0
30.415937,77.9668366,Lower middle income,1.0,13925.0
30.416196,114.371296,Upper middle income,1.0,21650.0
30.416205,114.320967,Upper middle income,1.0,61167.0
30.417239,114.4281431,Upper middle income,1.0,28734.0
30.419184,114.436839,Upper middle income,0.0,59396.0
30.4268551,-84.2851136,High income,0.0,104162.0
30.4418778,-84.2984889,High income,0.0,366420.0
30.447561,114.927401,Upper middle income,0.0,103869.0
30.44873,114.271682,Upper middle income,0.0,58480.0
30.4549632,47.7741455,Upper middle income,0.0,15809.0
30.4712578,31.1817431,Lower middle income,0.0,208242.0
30.471273,114.133768,Upper middle income,0.0,47058.0
30.475126,114.353035,Upper middle income,0.0,74076.0
30.481159,114.285993,Upper middle income,1.0,33155.0
30.481761,114.31096,Upper middle income,0.0,73491.0
30.481761,114.31096,Upper middle income,1.0,19313.0
30.488539,114.310655,Upper middle income,1.0,21637.0
30.491766,114.396237,Upper middle income,0.0,108399.0
30.5004968,114.3764091,Upper middle income,1.0,34815.0
30.504251,114.400246,Upper middle income,1.0,19314.0
30.514224,117.048042,Upper middle income,0.0,82676.0
30.5160618,114.4024568,Upper middle income,0.0,123952.0
30.5160865,76.6597778,Lower middle income,1.0,6247.0
30.5173159,-90.4688572,High income,0.0,150768.0
30.520095,114.358183,Upper middle income,0.0,140532.0
30.5204623,47.8415249,Upper middle income,0.0,396456.0
30.5238046,-91.1947132,High income,0.0,5114.0
30.5265222,-91.1929407,High income,0.0,128635.0
30.5312365,47.7718826,Upper middle income,1.0,7060.0
30.5329371,47.8076465,Upper middle income,1.0,4142.0
30.5360485,114.3643219,Upper middle income,0.0,45623.0
30.5392334,-86.4768507,High income,0.0,95624.0
30.5444593,47.7889315,Upper middle income,1.0,9321.0
30.5491387,-87.2185862,High income,0.0,94209.0
30.5604645,114.3174596,Upper middle income,0.0,99464.0
30.5655764,31.0130822,Lower middle income,0.0,436265.0
30.5658304,47.7496253,Upper middle income,0.0,15809.0
30.5701223,50.2482693,Upper middle income,0.0,4468.0
30.58052,114.32486,Upper middle income,1.0,16576.0
30.5883728,31.483182,Lower middle income,0.0,900452.0
30.5897281,50.2346723,Upper middle income,0.0,16996.0
30.5898536,114.2033256,Upper middle income,0.0,57587.0
30.601749,114.291077,Upper middle income,0.0,51957.0
30.601749,114.291077,Upper middle income,1.0,14625.0
30.6040959,104.3043202,Upper middle income,0.0,77717.0
30.610531,104.164342,Upper middle income,1.0,16358.0
30.621883,114.370852,Upper middle income,1.0,35918.0
30.6229957,32.2743626,Lower middle income,0.0,321915.0
30.635338,104.078849,Upper middle income,0.0,58791.0
30.637206,104.049132,Upper middle income,0.0,106564.0
30.6393329,-87.9114913,High income,1.0,1898.0
30.6466175,76.4033759,Lower middle income,1.0,6075.0
30.649512,104.188179,Upper middle income,0.0,52026.0
30.6499739,51.5947391,Upper middle income,0.0,25880.0
30.654749,104.025396,Upper middle income,0.0,49483.0
30.6587179,76.2855872,Lower middle income,1.0,4332.0
30.6624863,104.1021662,Upper middle income,0.0,209489.0
30.662819,104.016322,Upper middle income,1.0,16329.0
30.663772,104.025472,Upper middle income,0.0,165196.0
30.6649526,76.7300421,Lower middle income,0.0,3604.0
30.665725,104.136869,Upper middle income,0.0,160437.0
30.6711476,-88.1450415,High income,1.0,4103.0
30.676456,103.8214215,Upper middle income,0.0,51769.0
30.6777717,51.5884129,Upper middle income,0.0,8084.0
30.6802544,76.7296915,Lower middle income,0.0,9700.0
30.6835943,74.7347734,Lower middle income,0.0,106398.0
30.687265,103.811834,Upper middle income,0.0,73049.0
30.6919256,-88.1357344,High income,1.0,17119.0
30.6959406,-88.184236,High income,0.0,121941.0
30.6974069,104.0535522,Upper middle income,0.0,449964.0
30.720482,111.318127,Upper middle income,0.0,25809.0
30.720482,111.318127,Upper middle income,1.0,30870.0
30.724051,104.026606,Upper middle income,1.0,40096.0
30.734762,120.785233,Upper middle income,1.0,22951.0
30.742174,120.72914,Upper middle income,1.0,22103.0
30.747692,120.733223,Upper middle income,0.0,49454.0
30.749373,104.113839,Upper middle income,0.0,44091.0
30.7600495,76.766792,Lower middle income,0.0,844272.0
30.7649646,76.7750066,Lower middle income,0.0,7265.0
30.7672898,76.7869762,Lower middle income,0.0,15494.0
30.769758,76.5755533,Lower middle income,1.0,10253.0
30.774163,104.053907,Upper middle income,0.0,46664.0
30.7753987,106.1478886,Upper middle income,0.0,38194.0
30.7836939,103.7785944,Upper middle income,1.0,45036.0
30.7874134,-85.232581,High income,1.0,31428.0
30.7925076,-88.1313487,High income,1.0,16514.0
30.796176,108.384147,Upper middle income,0.0,59946.0
30.8151808,-83.9650391,High income,1.0,7453.0
30.820143,106.06886,Upper middle income,0.0,111496.0
30.821792,104.183563,Upper middle income,0.0,119304.0
30.82348,103.9811,Upper middle income,1.0,19312.0
