University,latitude,longitude,Foundedin,incomegroup,Number of Student
Kharkiv National University Of Construction And Architecture,50.0002807,36.2351911,1930.0,Lower middle income,40901
Kharkiv National University Of Internal Affairs,49.933349,36.2737173,1992.0,Lower middle income,21581
Kharkiv National University Of Radio Electronics,50.014791,36.2284908,1930.0,Lower middle income,97345
Kharkiv Petro Vasylenko National Technical University Of Agriculture,50.006015,36.245437,1930.0,Lower middle income,48654
Kharkiv Regional Institute Of Public Administration Of The National Academy Of Public Administration Attached To The Office Of The President Of Ukraine,50.46035,30.4336111,1995.0,Lower middle income,20909
Kharkiv State Academy Of Culture,49.9990836,36.2233606,1929.0,Lower middle income,17911
Kharkiv State Academy Of Physical Culture,50.0043264,36.2176744,1930.0,Lower middle income,13921
Kharkiv State University Of Food Technology And Trade,50.0409009,36.1948034,1967.0,Lower middle income,43126
Kharkiv State Zouterry Academy,50.007875,36.2019781,1851.0,Lower middle income,38396
Kharkiv University For The Humanities People���S Ukrainian Academy,50.0047428,36.2582016,1991.0,Lower middle income,5297
Kharkiv University Of Economics And Law,50.0139409,36.224354,1999.0,Lower middle income,12309
Khartoum College For Applied Studies,15.561715,32.5745734,1988.0,Low income,25957
Khartoum College Of Science And Technology,15.5893323,32.5549747,1991.0,Low income,12137
Khartoum International Institute For Arabic Language,15.5289721,32.5683285,1974.0,Low income,13180
Khatam University,35.7587918,51.4006824,1996.0,Upper middle income,7507
Khayyam University,36.3558113,59.4895428,1992.0,Upper middle income,19029
Khazar University,40.373352,49.8333129,1991.0,Upper middle income,7291
Kherson Academy Of Continuing Education,46.6514362,32.6371678,1944.0,Lower middle income,32722
Kherson Economics And Law Institute,46.6590605,32.6455257,1996.0,Lower middle income,9882
Kherson National Technical University,46.6687927,32.6376006,1980.0,Lower middle income,32899
Kherson State Agrarian University,46.6424724,32.5842751,1874.0,Lower middle income,37769
Kherson State Maritime Academy,46.6376989,32.6163,2011.0,Lower middle income,8885
Kherson State University,46.6457825,32.6297932,1917.0,Lower middle income,48490
Khesar Gyalpo University Of Medical Sciences Of Bhutan,27.462515,89.6384106,2012.0,Lower middle income,16037
Khmelnitsky University Of Economics,49.4088388,26.9604143,1992.0,Lower middle income,15818
Khmelnytskiy Cooperative Trade And Economic Institute,49.4301854,26.9805795,1957.0,Lower middle income,17470
Khmelnytsky Humanitarian And Pedagogical Academy,49.4216,26.9891678,1921.0,Lower middle income,34063
Khmelnytsky Institute Of Regional Management And Law,49.4214657,26.9805336,1992.0,Lower middle income,20947
Khmelnytsky National University,49.4088388,26.9604143,1962.0,Lower middle income,84505
Khon Kaen University,16.4723273,102.8257417,1964.0,Upper middle income,179953
Khorog State University Named After Moyonsho Nazarshoev,37.4919008,71.5530431,1992.0,Low income,22160
Khorramshahr University Of Marine Science And Technology,30.4018802,48.2038665,2004.0,Upper middle income,10947
Khortytsia National Educational And Rehabilitational Academy,47.8374962,35.078026,1995.0,Lower middle income,20194
Khovd University,48.0037247,91.6494959,1979.0,Lower middle income,8885
Khujand Polytechnical Institute Of Tajik Technical University Named After M.Osimi,40.2722365,69.6411431,1992.0,Low income,21328
Khujand State University,40.2743347,69.6405747,1932.0,Low income,94433
Khulna University,22.8022039,89.5339231,1987.0,Lower middle income,19967
Khulna University Of Engineering And Technology,22.9005524,89.5023565,1967.0,Lower middle income,14078
Khuzestan Agricultural Sciences And Natural Resources University,31.5964941,48.8837636,1953.0,Upper middle income,19315
"Khwaja Moinuddin Chishti Urdu, Arabi-Farsi University",26.928709,80.8963305,2009.0,Lower middle income,19276
Kibabii University,0.5699258,34.5592552,2007.0,Lower middle income,24930
"Kibbutzim College Of Education, Technology And Arts",32.1004645,34.791473,1939.0,High income,34709
Kibi International University.,34.7974918,133.623851,1990.0,High income,13066
Kidapawan College.,7.0012835,125.0860177,1986.0,Lower middle income,31449
Kids Business School,18.4820625,-69.9259049,2005.0,Upper middle income,33703
Kiel University Of Applied Sciences,54.3325594,10.1801783,1969.0,High income,48984
Kielce University Of Technology,50.8787922,20.6400557,1965.0,High income,54587
Kiev Institute Of Business And Technology,50.4916449,30.4372429,1961.0,Lower middle income,16917
Kiev Institute Of Modern Psychology And Psychotherapy,50.4213048,30.5452494,2010.0,Lower middle income,7036
Kiev Medical University,50.4302221,30.6565364,1992.0,Lower middle income,14440
Kigali Independent University,-1.9202449,30.0564749,1996.0,Low income,56402
Kilis 7 December University,36.7315104,37.1030982,2007.0,Upper middle income,38175
Kim Chaek University Of Technology,39.0036549,125.745918,1948.0,Low income,215901
Kim Chol Ju University Of Educe,39.005756,125.762398,1946.0,Low income,104657
Kim Hyong Gwon University Of Education,43.7824893,-79.1887005,1961.0,Low income,101084
Kim Hyong Jik University Of Education,39.0089628,125.784306,1946.0,Low income,9793
Kim Il Sung University,39.0581367,125.7682553,1946.0,Low income,125229
Kim Jong Suk University Of Education,39.005756,125.762398,1967.0,Low income,98126
Kim Jong Tae University,39.0581367,125.7682553,1957.0,Low income,103195
Kim Your Won University,39.0044274,125.7453908,1960.0,Low income,98334
Kimep University,43.241948,76.955598,1992.0,Upper middle income,15627
Kimpa Life University,-7.617492,15.0654544,1983.0,Lower middle income,36223
Kindai University,34.6511852,135.5883811,1925.0,High income,348927
Kindos University,35.1397716,129.0984966,1934.0,High income,63349
King Abdulaziz University,21.4932675,39.2391473,1967.0,High income,277300
King And Rajabhat University,14.0590355,99.4255029,1994.0,Upper middle income,50458
King College,42.3510169,-71.3090972,1927.0,High income,17817
King Danylo University,48.9152431,24.7111191,1997.0,Lower middle income,11874
King Edward Medical University,31.5686489,74.3114562,1860.0,Lower middle income,24712
King Fahd University Of Petroleum And Minerals,26.3070624,50.1458938,1963.0,High income,62124
King Faisal University,24.6633117,46.677254,1975.0,High income,131347
King George'S Medical University,26.867861,80.9164404,1905.0,Lower middle income,11548
King Hassan Ii University,33.5396718,-7.657199,2008.0,Low income,9056
King Juan Carlos University,40.3354386,-3.8773975,1996.0,High income,88363
King Khalid University,18.2477238,42.5602441,1976.0,High income,320646
King Mongkut'S Institute Of Technology Ladkrabang,13.7298889,100.7782323,1960.0,Upper middle income,91286
King Mongkut'S Institute Of Technology North Bangkok,13.819137,100.5142878,1959.0,Upper middle income,17077
King Of University,43.0117062,-81.2572181,1995.0,Upper middle income,15680
King Saud Bin Abdulaziz University For Health Sciences,24.754344,46.852742,2005.0,High income,54869
King Saud University,24.7252026,46.6236596,1957.0,High income,308751
King'S College London - University Of London,51.5114864,-0.115997,1829.0,High income,131384
King'S College Of Isulan,6.6206309,124.6093621,1958.0,Lower middle income,40350
King'S College Of Marbel,6.513669,124.826939,1959.0,Lower middle income,40291
Kingfisher School Of Business And Finance,16.0223447,120.3255971,2004.0,Lower middle income,26196
Kingston University,51.405928,-0.3078372,1970.0,High income,130245
Kinjo Gakuin University,35.210475,136.9949988,1889.0,High income,45729
Kinjo University,36.5087239,136.5294344,1904.0,High income,13210
Kinnaird College For Women,31.5364973,74.3405822,1913.0,Lower middle income,11568
Kinneret Academic College,32.7053209,35.5910307,1965.0,High income,17690
Kino University,29.0773716,-110.9375884,1985.0,Upper middle income,13912
Kirikkale University,39.8794165,33.44586,1992.0,Upper middle income,87949
Kirklareli University,41.7950057,27.1690101,2007.0,Upper middle income,22138
Kirkuk University,35.3950695,44.3402757,2003.0,Upper middle income,23930
Kirloskar Institute Of Advanced Management Studies,18.637315,73.7902847,1995.0,Lower middle income,7138
Kirov State Medical Academy,58.5929252,49.6697388,1987.0,Upper middle income,30534
Kirsehir Ahi Evran University,39.1430158,34.1247846,2006.0,Upper middle income,38163
Kisi University,-0.4478601,34.8885296,1965.0,Lower middle income,38494
Kislovodsk Humanitarian-Technical Institute,43.9168976,42.7192346,1993.0,Upper middle income,14259
Kismayo University,-0.3629504,42.5440937,2005.0,Low income,21000
Kitakyushu University,33.8441253,130.8785001,1946.0,High income,63699
Kitami Institute Of Technology,43.8222567,143.9054081,1960.0,High income,15013
Kitasato University,35.6447768,139.7256298,1962.0,High income,72792
Klaipeda University,55.7245281,21.1237884,1991.0,High income,29918
Klati University,1.4175028,124.9839744,1965.0,Upper middle income,11254
Kle Academy Of Higher Education And Research,15.8843279,74.5178527,2006.0,Lower middle income,5269
Knowledge Computer And Business Institute,34.0019992,-6.8507416,2001.0,Lower middle income,5104
Knox College,40.9431305,-90.3711795,1837.0,High income,19244
Kobe City University Of Foreign Studies,34.6799958,135.0606425,1946.0,High income,25284
Kobe College,34.7593675,135.3503261,1875.0,High income,26906
Kobe Design University,34.677621,135.056829,1989.0,High income,10774
Kobe Gakuin University,34.6640884,135.0298032,1966.0,High income,93883
Kobe International University,34.680957,135.269635,1968.0,High income,11270
Kobe Kaisei College,34.7128334,135.2110827,1956.0,High income,5100
Kobe Pharmaceutical University,34.7324366,135.2833568,1930.0,High income,15358
Kobe Shoin Women'S University,34.7204194,135.2313454,1966.0,High income,10300
Kobe University Of Welfare,34.9806014,134.738822,1973.0,High income,10726
Kobe Women'S University,34.6575097,135.1096968,1950.0,High income,35955
Koblenz University Of Applied Sciences,50.33604,7.56957,1996.0,High income,34053
Kocaeli University,40.8221732,29.9216517,1979.0,Upper middle income,233927
Kochi University Of Technology,33.6206846,133.7198186,1997.0,High income,9870
Kofi Annan International Peacekeeping Training Center,5.5753572,-0.1129499,1998.0,Lower middle income,12858
Kofi Annan University Of Guinea,9.61568,-13.6378496,1999.0,Low income,40087
Koforidua Technical University,6.0645664,-0.2628136,1997.0,Lower middle income,22839
Kogakkan University,34.4862274,136.7270647,1882.0,High income,42212
Kogakuin University,43.8382153,-79.3285967,1887.0,High income,107176
Kogi State University,7.4858437,7.1873956,2000.0,Lower middle income,169813
Kohat University Of Science And Technology,33.5232835,71.4458917,2001.0,Lower middle income,13112
Kokand State Pedagogical Institute,40.5266793,70.9221048,2005.0,Lower middle income,16596
Kokugakuin University,35.6551147,139.7118797,1882.0,High income,145217
Kokushikan University,35.6478739,139.6537457,1917.0,High income,142237
Kolhan University,22.5251653,85.8136226,2009.0,Lower middle income,19276
Komazawa University,35.6289685,139.65841,1592.0,High income,209998
Komazawa Women'S University,35.6278124,139.493854,1993.0,High income,7752
Komitas State Conservatory Of Yerevan,40.1871479,44.5169637,1921.0,Upper middle income,19701
Komitas State Conservatory Of Yerevan - Gyumri Branch,40.7926833,43.8459953,1997.0,Upper middle income,8925
Komsomol'Sk-On-Amur State Technical University,50.5466959,137.0035,1955.0,Upper middle income,58872
Konan University,34.7295367,135.2686314,1918.0,High income,104789
Koneru Lakshmaiah Education,16.4419257,80.6225946,1980.0,Lower middle income,12904
Kongju National University,36.4689996,127.1399886,1948.0,High income,129618
Kongo University.,-5.262976,14.8579578,1990.0,Low income,22872
Konkuk University,37.5407625,127.0793428,1946.0,High income,185866
Konkuk University - Chungju Campus,36.9494546,127.9083146,1980.0,High income,44514
Konrad Lorenz University Foundation,4.6485127,-74.0615519,1981.0,Upper middle income,22105
Konrad Wolf 'Film University Babelsberg,52.3884937,13.1171881,1954.0,High income,5571
Konstantin Preslavsky University Of Shumen,43.27966,26.9479249,1971.0,Upper middle income,50876
Konya Food And Agriculture University,37.874995,32.473589,2013.0,Upper middle income,8868
Konyang Cyber ������University,36.305951,127.343745,2011.0,High income,5341
Konyang University,36.182652,127.1113588,1991.0,High income,37291
Kookmin University,37.6108694,126.9972889,1946.0,High income,123818
Kore University Of Enna,37.5593273,14.293851,2004.0,High income,6281
Korea Advanced Institute Of Science And Technology,36.3721427,127.36039,1971.0,High income,46097
Korea Aerospace University,37.599355,126.8651474,1952.0,High income,33725
Korea Baptist Theological University,36.3852928,127.3250366,1953.0,High income,13488
Korea Christian College,37.4269909,126.9851662,1996.0,High income,11273
Korea Christian University,37.5483449,126.8547974,1958.0,High income,18501
Korea Counseling Graduate University,37.4869065,127.0239395,2010.0,High income,7639
Korea Maritime And Ocean University,35.0762886,129.0889751,1945.0,High income,48853
Korea National Open University,37.5790986,127.0027894,1972.0,High income,1635656
Korea National Sport University,37.5196266,127.1309837,1976.0,High income,32994
Korea National University Of Arts,37.6068066,127.0562105,1993.0,High income,19703
Korea National University Of Cultural Heritage,36.308186,126.897317,2000.0,High income,24233
Korea National University Of Education,36.6083563,127.3582209,1984.0,High income,41255
Korea National University Of Transportation,36.9697282,127.8713222,1962.0,High income,97970
Korea Nazarene University,36.7962041,127.1185261,1954.0,High income,33563
Korea Polytechnic University,37.3401906,126.7335293,1997.0,High income,32005
Korea Soongsil Cyber University,37.5743665,126.9892138,2000.0,High income,19050
Korea University,37.5883798,127.0215714,1905.0,High income,289169
Korea University - Sejong Campus,36.6093252,127.2898829,1980.0,High income,16371
Korea University Of International Studies,37.5430523,126.9601265,2006.0,High income,7632
Korea University Of Technology And Education,36.763718,127.2819405,1997.0,High income,19569
Korean Bible University,37.6486885,127.0642073,1952.0,High income,7129
Koriyama Women'S University,37.3971647,140.3517321,1947.0,High income,6289
Korkyt Ata Kyzylorda State University,44.8435733,65.5042594,1937.0,Upper middle income,92678
Koryo University Of Pharmacy,43.7824893,-79.1887005,1968.0,Low income,86985
Kosgoro College Of Economics,43.6609086,-79.3959518,1983.0,Upper middle income,8148
Koshien University,34.806418,135.3332483,1967.0,High income,11372
Kostanay Social Technical University Named After Academician Z. Aldamzhar,53.2142096,63.6278951,1998.0,Upper middle income,13003
Kostanay State Pedagogical University Named After U. Sultanigazin,53.2201678,63.624928,1939.0,Upper middle income,40622
Kostanay State University Named After Akhmet Baitursynov,53.2142096,63.6278951,1939.0,Upper middle income,94195
Kostroma State Academy Of Agriculture,57.733452,41.0507389,1949.0,Upper middle income,39967
Kostroma State University Named After N.A. Nekrasov,57.768547,40.91839,1918.0,Upper middle income,64008
Kostroma State University Of Technology,58.0445396,38.8382712,1932.0,Upper middle income,46186
Koszalin Higher School Of Humanities,54.199951,16.1751979,2005.0,High income,7077
Koszalin University Of Technology,54.2036041,16.1972088,1968.0,High income,118646
Kotarbinski University Of Information Technology And Management In Olsztyn,53.7803021,20.4661613,1990.0,High income,15045
Kotebe Metropolitan University,9.0377443,38.8411794,1959.0,Low income,8869
Kovrov State Academy Of Technology Named After V.A. Degtjarev,56.3499569,41.3182353,1952.0,Upper middle income,40681
Koya University,36.0958897,44.657257,2003.0,Upper middle income,6019
Koyasan University,34.2119063,135.5852334,1886.0,High income,8890
Kozminski University In Warsaw,52.2716294,21.0144583,1997.0,High income,31020
Krakow University Of Economics,50.0685649,19.9551201,1925.0,High income,138229
Krak��W School Of Health Promotion,50.0722047,19.9324668,2002.0,High income,7074
Krantiguru Shyamji Krishna Verma Kachchh University,23.2139172,69.6545223,2003.0,Lower middle income,59242
Krasnodar Municipal Medical Institute Of Higher Nursing Education,45.0192158,38.9679183,1991.0,Upper middle income,27629
Krasnodar State University Of Culture And Arts,45.0557298,39.0077472,1967.0,Upper middle income,20952
Krasnodar University Of The Ministry Of Internal Affairs Of Russia,47.2340236,39.6195753,2006.0,Upper middle income,18611
Krasnojarsk State Institute For Trade And Economics,55.5333182,89.2001072,1979.0,Upper middle income,34427
Krasnojarsk State Institute Of Arts,56.0137928,92.8397164,1977.0,Upper middle income,36202
Krasnojarsk State Institute Of Fine Arts,55.7107897,37.5778246,1987.0,Upper middle income,30136
Krasnojarsk State Medical University Named After Prof. V.F. Jasenetskij,56.0241182,92.9060753,1942.0,Upper middle income,47316
Krasnojarsk State Pedagogical University,56.0151353,92.8599012,1932.0,Upper middle income,44330
Krasnojarsk State University Of Agriculture,56.011903,92.863983,1952.0,Upper middle income,60543
Kremenchuk National University Named After Mykhaylo Ostrogradskiy,49.0602958,33.4103539,1960.0,Lower middle income,32715
Kremenets Regional Humanitarian Pedagogical Institute Named After Taras Shevchenko,50.095498,25.7235359,2002.0,Lower middle income,16313
Krida Wacana Christian University,-6.1726558,106.788204,1967.0,Upper middle income,35004
Krirk University,13.8732782,100.5996574,1952.0,Upper middle income,26963
Krishna Institute Of Medical Sciences University (Deemed To Be University),17.2601736,74.1763931,1984.0,Lower middle income,8196
Krishna Kanta Handiqui State Open University,26.0930327,91.618067,2007.0,Lower middle income,151527
Krishna University,16.1374349,81.1001722,2008.0,Lower middle income,19272
Krisnadwipayana University,-6.2631121,106.9073638,1952.0,Upper middle income,22058
Kristiania University College,59.910952,10.7460874,1976.0,High income,44993
Kristianstad University.,56.0484832,14.1463248,1977.0,High income,66272
Krivorkryvyi Rih State Pedagogical University,47.9073615,33.3665165,1930.0,Lower middle income,34410
Kri��Evci College Of Agriculture,46.0272865,16.5536193,1998.0,High income,14587
Kropyvnytskyi Institute Of State And Municipal Governance,40.7276674,-73.9897653,2013.0,Lower middle income,5383
Krustyo Sarafov National Academy For Theater And Film Arts,42.6923355,23.3260808,1948.0,Upper middle income,5405
Kryvyi Rih National University,47.9058389,33.4004356,2011.0,Lower middle income,38624
Kth Royal Institute Of Technology,59.3498706,18.0702566,1827.0,High income,118973
Kto Karatay University,37.8657337,32.5370172,2009.0,Upper middle income,11905
Kuala Lumpur Metropolitan University College,3.1621274,101.6955259,1991.0,Upper middle income,15927
Kuban Institute Of Information Security,45.0207075,39.0312614,2000.0,Upper middle income,12723
Kuban State Medical University,45.0152109,38.9750434,1920.0,Upper middle income,63746
Kuban State University,45.0207075,39.0312614,1920.0,Upper middle income,160129
Kuban State University Of Agriculture,45.0483481,38.9232811,1922.0,Upper middle income,159995
"Kuban State University Of Physical Education, Sport And Tourism",45.0351167,38.9812636,1969.0,Upper middle income,40310
Kuban State University Of Technology,45.0482147,39.0028174,1918.0,Upper middle income,125808
Kujawy And Pomerania University In Bydgoszcz,53.1191675,18.0210034,2000.0,High income,12121
Kukje Theological University And Seminary,37.482988,126.922644,1999.0,High income,11511
Kukje University Of Arts,37.5168977,127.0310614,2008.0,High income,5845
Kulob State University Named After Abuabdullohi Rudaki,37.9290611,69.7963143,1945.0,Low income,20589
Kumamoto Gakuen University,32.8047067,130.7288632,1942.0,High income,67813
Kumamoto Health Science University,32.8539318,130.6973218,2002.0,High income,6022
Kumamoto University,32.812993,130.7275286,1949.0,High income,105537
Kumar Bhaskar Varma Sanskrit And Ancient Studies University,26.5053589,91.4584586,2011.0,Lower middle income,14217
Kumasi Technical University,6.6912666,-1.6097905,1954.0,Lower middle income,23335
Kumaun University,29.3826134,79.4584008,1973.0,Lower middle income,405730
Kumgang University,38.5237778,127.9870708,1949.0,Low income,104253
Kumoh National Institute Of Technology,36.1460625,128.3934375,1979.0,High income,54337
Kunduz University,36.7114739,68.8632166,1967.0,Low income,8436
Kunitachi College Of Music,35.732059,139.412714,1926.0,High income,33548
Kunming Medical University,25.044101,102.687007,1933.0,Upper middle income,67125
Kunming University,25.044101,102.687007,1978.0,Upper middle income,68327
Kunsan National University,35.9460546,126.6821658,1979.0,High income,62686
Kurashiki Sakuyo University,34.5752096,133.6776815,1951.0,High income,11610
Kurashiki University Of Science And The Arts,34.5562451,133.7125302,1995.0,High income,7022
Kurdistan Board For Medical Specialties,36.1637028,44.0296815,2009.0,Upper middle income,20669
Kurdistan Institution For Strategic Studies And Scientific Research,35.5216806,45.4665872,2005.0,Upper middle income,23934
Kurdistan University Of Medical Sciences,35.2842091,47.0014795,1986.0,Upper middle income,10023
Kurgan State Academy Of Agriculture Named After T.S. Maltsev,55.2936268,65.3231694,1944.0,Upper middle income,43035
Kurgan State University,55.43452,65.3422676,1995.0,Upper middle income,24854
"Kursk Institute Of Management, Economics And Business",51.724411,36.1769969,1994.0,Upper middle income,14250
Kursk State Academy Of Agriculture Named After Prof. I.I. Ivanov,51.7646644,36.1834673,1951.0,Upper middle income,42442
Kursk State Medical University,51.7488898,36.1948624,1935.0,Upper middle income,45211
Kursk State University,51.7351686,36.1906754,1934.0,Upper middle income,50005
Kurukshetra University,29.9692816,76.8819017,1956.0,Lower middle income,383615
Kurume Institutute Of Technology,33.2655377,130.5371398,1958.0,High income,12029
Kurume University,33.3287206,130.5111838,1928.0,High income,66833
Kushabhau Thakre University Of Journalism And Mass Communication,21.1721866,81.6244376,2004.0,Lower middle income,23709
Kushiro Public University Of Economics,43.018379,144.39643,1987.0,High income,9462
Kusuma Country College Of Economics,-6.3156785,106.8626307,1983.0,Upper middle income,6829
Kusumanegara Teacher Training School And Educational Studies,-7.8021046,110.391839,1966.0,Upper middle income,10354
Kutahya Dumlupinar University,39.4800694,29.8993082,1992.0,Upper middle income,148150
Kutai Kartanegara University,-0.423395,116.981954,1984.0,Upper middle income,8550
Kutawato Institute Of Technology Foundation,7.2192935,124.2486889,1992.0,Lower middle income,33478
Kuvempu University,13.7315562,75.6307619,1973.0,Lower middle income,273571
Kuwait International Law College,29.3220949,47.7892663,2008.0,High income,6422
Kuwait University,29.3406199,47.9212797,1966.0,High income,199555
Kuwait-Maastricht Business School,29.3603271,48.0000171,2003.0,High income,8471
Kuzbass Institute Of Economics And Law,55.3911681,85.9977629,1994.0,Upper middle income,14250
Kuzbass State Technical University Named After T.F. Gorbachev,55.348317,86.077574,1950.0,Upper middle income,77459
Kwame Nkrumah University Of Science And Technology,6.6745035,-1.5716114,1951.0,Lower middle income,190117
Kwangju Women���S University,35.1636729,126.7974995,1997.0,High income,18847
Kwangshin University,35.2157742,126.8852587,1954.0,High income,5714
Kwansei Gakuin University,34.7684386,135.3467754,1889.0,High income,199269
Kwantlen Polytechnic University,49.1332093,-122.8718734,1981.0,High income,108474
Kwara State University,8.7099782,4.4665529,2009.0,Lower middle income,64499
Kwassui Women'S College,32.7080718,129.8658362,1879.0,High income,13786
Kwidzyn School Of Management,53.7290604,18.9269045,1999.0,High income,8757
Kwik Kian Gie School Of Business,-6.1512806,106.8869412,1987.0,Upper middle income,8291
Kyaingtong Technological University,21.2618753,99.6581998,1999.0,Lower middle income,9505
Kyaingtong University Of Computer Studies,21.2918077,99.6170575,1999.0,Lower middle income,9505
Kyaukse Technological University,21.6041643,96.1265042,1998.0,Lower middle income,9508
Kyiv Academy Of Hairdressing,50.5092545,30.4291288,2002.0,Lower middle income,8510
Kyiv Cooperative Institute Of Business And Law,50.3919769,30.4936974,1920.0,Lower middle income,18671
Kyiv Economic Institute Of Management,50.4509333,30.4463017,1992.0,Lower middle income,11176
Kyiv International University,50.453137,30.3546905,1994.0,Lower middle income,16122
Kyiv Municipal Academy Of Circus And Variety Arts,50.439116,30.499963,1961.0,Lower middle income,5061
"Kyiv National I. K. Karpenko-Kary Theatre, Cinema And Television University",50.453818,30.50681,1918.0,Lower middle income,35191
Kyiv National Linguistics University,50.427615,30.517108,1948.0,Lower middle income,63844
Kyiv National University Of Construction And Architecture,50.4265384,30.4655824,1930.0,Lower middle income,57604
Kyiv National University Of Culture And Arts,50.424667,30.5346949,1968.0,Lower middle income,16748
Kyiv National University Of Technologies And Design,50.4311868,30.5381751,1930.0,Lower middle income,92386
Kyiv National University Of Trade And Economics,50.4655085,30.6380095,1966.0,Lower middle income,147879
Kyiv Slavonic University,50.4272049,30.5222262,1993.0,Lower middle income,15807
Kyiv State Institute Of Decorative And Applied Art And Design Named After Mykhailo Boychuk,50.408958,30.550558,1999.0,Lower middle income,18345
Kyiv University For Market Relations,50.4260986,30.6125575,1990.0,Lower middle income,17550
Kyiv University Of Culture,50.424667,30.5346949,2000.0,Lower middle income,14375
Kyiv University Of Law Of The National Academy Of Sciences Of Ukraine,50.4612562,30.3659468,1995.0,Lower middle income,20909
"Kyiv University Of Tourism, Economics And Law",50.4680476,30.6120688,1995.0,Lower middle income,21629
Kyjivs'Kyj University Imeni Borysa Hrin��Enka,50.4527857,30.5015792,1919.0,Lower middle income,61156
Kyoei University,35.9964507,139.7235071,2001.0,High income,5709
Kyonggi University,37.300485,127.035833,1947.0,High income,71852
Kyongsong University,41.5917048,129.5991423,1948.0,Low income,99914
Kyorin University,35.677279,139.5659607,1966.0,High income,30332
Kyoritsu Women'S University,35.6933207,139.7572299,1886.0,High income,113783
Kyoto Bunkyo University,34.9145587,135.78486,1996.0,High income,9245
Kyoto College Of Medical Science,35.1023033,135.4794469,1927.0,High income,12205
Kyoto Institute Of Technology,35.0497801,135.7820295,1949.0,High income,42052
Kyoto Kacho University,35.0069743,135.7795744,1911.0,High income,12566
Kyoto Koka Women'S University,34.9973352,135.7188761,1944.0,High income,9024
Kyoto Notre Dame University,35.0508208,135.7719889,1961.0,High income,15375
Kyoto Pharmaceutical University,34.9911199,135.8092229,1884.0,High income,21757
Kyoto Prefectural University,35.0389778,135.7730068,1895.0,High income,21353
Kyoto Prefectural University Of Medicine,35.0240895,135.770115,1872.0,High income,13678
Kyoto Sangyo University,35.0705041,135.7572286,1965.0,High income,137591
Kyoto Seika University,35.0731108,135.7703369,1968.0,High income,36297
Kyoto Tachibana University,34.968586,135.8264638,1967.0,High income,27526
Kyoto University,35.0262444,135.7808218,1897.0,High income,239556
Kyoto University Of Advanced Science,34.9949646,135.5548741,1969.0,High income,34951
Kyoto University Of Art And Design,35.036895,135.7930081,1991.0,High income,50945
Kyoto University Of Education,34.9508215,135.773769,1876.0,High income,25833
Kyoto University Of Foreign Studies,35.0038645,135.7189067,1947.0,High income,69312
Kyoto Women'S University,34.988605,135.779842,1920.0,High income,49137
Kyrgyz Economics University,42.881765,74.596048,1953.0,Lower middle income,8470
Kyrgyz National Agrarian University Named After K.I.Skriabin,42.8519122,74.6051062,1933.0,Lower middle income,63910
Kyrgyz State Academy Of Physical Education And Sports,42.8429645,74.6149841,1955.0,Lower middle income,19650
Kyrgyz State Technical University Named After I.Razzakov,42.8449652,74.5874822,1954.0,Lower middle income,73791
"Kyrgyz State University Of Construction, Transport And Architecture",42.8398202,74.6010858,1992.0,Lower middle income,41258
Kyrgyz-Russian Slavic University Named After The First President Of Russian Federation B.N. Yeltsin,42.8742001,74.6382133,1992.0,Lower middle income,35716
Kyrgyz-Uzbek University,40.5272225,72.7885139,1994.0,Lower middle income,70372
Kyrgyzstan-Turkey Manas University,42.8489186,74.587106,1995.0,Lower middle income,14657
Kyung Hee Cyber University,37.5948201,127.053091,2001.0,High income,34945
Kyung Hee University,37.2429616,127.0800525,1949.0,High income,253097
Kyungbuk Foreign Language Techno College,35.786171,128.733157,1988.0,High income,14078
Kyungdong University,38.2506617,128.55656,1996.0,High income,10335
Kyungil University,35.9084351,128.8012025,1963.0,High income,62010
Kyungnam University,35.18035,128.553385,1946.0,High income,164489
Kyungpook National University,35.888836,128.6102997,1946.0,High income,265038
Kyungsung University,35.1397716,129.0984966,1955.0,High income,109338
Kyungwoon University,36.1691464,128.4679212,1982.0,High income,46379
Kyushu Dental College,33.8721001,130.853671,1914.0,High income,11219
Kyushu Institute Of Information Sciences,33.5250014,130.5410688,1998.0,High income,6188
Kyushu Institute Of Technology,33.8924451,130.8402662,1907.0,High income,48297
Kyushu International University,33.862448,130.7926504,1947.0,High income,17765
Kyushu Kyoritsu University,33.8718339,130.7051621,1965.0,High income,18131
Kyushu Lutheran College,32.8201885,130.7231449,1997.0,High income,6783
Kyushu Nutrition Welfare University,33.8763143,130.8575839,2001.0,High income,5709
Kyushu Sangyo University,33.6705294,130.4446572,1960.0,High income,124200
Kyushu University Of Health And Welfare,32.568391,131.613185,1999.0,High income,12996
Kyushu University Of Nursing And Social Welfare,32.9469937,130.5531189,1998.0,High income,7867
Kyushu Women'S University,33.8689992,130.7078004,1962.0,High income,11914
L.B. Goncharov Kazakh Automobile And Road Academy,43.7824893,-79.1887005,1944.0,Upper middle income,18664
L.D. Woosley Bethany Colleges,14.5562453,121.0038723,1999.0,Lower middle income,25898
L.N. Gumilyov Eurasian National University,51.157963,71.4674171,1996.0,Upper middle income,13864
La Araucana Professional Institute,-33.6835626,-71.216845,1988.0,High income,30594
La Carlota City College,10.4229404,122.9156911,1966.0,Lower middle income,59374
La Cit�� College Of Applied Arts And Technology,45.4358445,-75.6343254,1990.0,High income,15420
