University,latitude,longitude,Foundedin,incomegroup,private01,Number of Student
Jinzhou Medical University,41.14919,121.141612,1946.0,Upper middle income,0.0,119929.0
Jishou University,28.286999,109.721903,1958.0,Upper middle income,0.0,165051.0
Jissen Women'S University,35.6716143,139.3897934,1899.0,High income,1.0,39745.0
Jiujiang University,29.720049,115.998825,1901.0,Upper middle income,0.0,108399.0
Jiwaji University,26.2387529,78.1799448,1964.0,Lower middle income,0.0,601289.0
Joaqu��N Rodrigo Music Conservatoire Of Valencia,39.4529918,-0.358432,1879.0,High income,0.0,43242.0
Johannes Gutenberg University Mainz,49.9926403,8.2415552,1477.0,High income,0.0,323248.0
Johannes Kepler University Linz,48.336614,14.319305,1966.0,High income,0.0,133026.0
John B. Lacson Colleges Foundation - Bacolod,10.6397609,122.9401397,1976.0,Lower middle income,1.0,35638.0
John B. Lacson Foundation Maritime University - Arevalo,10.6799268,122.5049627,1948.0,Lower middle income,1.0,41344.0
John B. Lacson Foundation Maritime University - Molo,10.6991296,122.5524978,1948.0,Lower middle income,1.0,40924.0
John F. Kennedy Argentine University,-34.6083741,-58.3969758,1964.0,Upper middle income,1.0,117654.0
John Wesley College,17.6175216,121.7256355,1989.0,Lower middle income,1.0,33240.0
Johns Hopkins University,39.3299013,-76.6205177,1876.0,High income,1.0,131880.0
Joji Ilagan Career Center Foundation,7.0739447,125.6175867,1982.0,Lower middle income,1.0,33775.0
Jomo Kenyatta University Of Agriculture And Technology,-1.0911971,37.0117169,1981.0,Lower middle income,0.0,70771.0
Joongbu University,36.1921305,127.4490093,1983.0,High income,1.0,31097.0
Jordan University Of Science And Technology,32.4950392,35.9912257,1986.0,Upper middle income,0.0,107418.0
Jorge Basadre Grohmann National University,-18.0249985,-70.2505346,1971.0,Upper middle income,0.0,40905.0
Jorge Tadeo Lozano University Foundation Of Bogota,4.6074703,-74.0672705,1954.0,Upper middle income,1.0,113687.0
Josai University,35.9310269,139.3402827,1965.0,High income,1.0,79571.0
Jose Rizal University,14.5925432,121.028157,1919.0,Lower middle income,1.0,42766.0
Josefina H. Cerilles State College,7.7099663,123.2907971,1983.0,Lower middle income,0.0,53516.0
Josip Juraj Strossmayer University Of Osijek,45.5560989,18.6942825,1975.0,High income,0.0,102199.0
Jos�� Antonio Echeverr��A Polytechnic Institute,23.0549187,-82.4159963,1964.0,Upper middle income,0.0,107043.0
Jos�� Faustino S��Nchez Carri��N National University,-11.1239202,-77.6082465,1968.0,Upper middle income,0.0,50858.0
Jos�� Navarro Polytechnic College,11.1604004,124.5749969,1990.0,Lower middle income,1.0,31365.0
Jos�� Simeon Central Ca��As American University,13.6811406,-89.235873,1965.0,Lower middle income,1.0,75362.0
Jouf University,29.790749,40.044994,2005.0,High income,0.0,54869.0
"Juan Crisostom Of Arriaga Music Conservatoire, Bilbao",43.275304,-2.958263,1920.0,High income,0.0,41099.0
Juan De Jes��S Montilla Territorial Polytechnic University Of Portuguese State,9.547403,-69.193303,1978.0,Upper middle income,0.0,75294.0
Juan Misael Saracho Autonomous University,-22.7306894,-64.338035,1946.0,Lower middle income,0.0,99634.0
Juan Ruiz De Alarc��N Institute Of Higher Studies,18.5662427,-99.592115,1992.0,Upper middle income,1.0,31319.0
Juarez Autonomous University Of Tabasco - Chontalpa Campus,18.0748426,-93.167235,1985.0,Upper middle income,0.0,33231.0
Juarez Autonomous University Of Tabasco - Sierra Unit,18.0079722,-92.924745,1985.0,Upper middle income,0.0,33231.0
Julio Garavito Colombian School Of Engineering,4.7827153,-74.0426112,1972.0,Upper middle income,1.0,36749.0
Julius Maximilian University Of W��Rzburg,49.7881814,9.93526,1402.0,High income,0.0,212200.0
Julius N'Y��R��N University Of Canank,42.4534492,-76.4735027,1963.0,Low income,0.0,37561.0
Justice Institute Of British Columbia,49.2222637,-122.9101326,1978.0,High income,0.0,199010.0
Justus Liebig University Giessen,50.5804674,8.6771403,1607.0,High income,0.0,220157.0
Ju��Rez University Of The State Of Durango,24.0143332,-104.6894124,1856.0,Upper middle income,0.0,179835.0
J��Lio De Mesquita Son Sao Paulo State University,-22.1284025,-51.4130581,1976.0,Upper middle income,0.0,46797.0
J��Nk��Ping University.,57.7778851,14.1619742,1994.0,High income,1.0,41877.0
J��Zef Pi��Sudski Academy Of Physical Education In Warsaw,52.2850195,20.9582581,1929.0,High income,0.0,30752.0
K. Zhubanov Aktobe Regional State University,50.2892773,57.1534688,1966.0,Upper middle income,0.0,45822.0
K.N. Toosi University Of Technology,35.7627046,51.4127853,1928.0,Upper middle income,0.0,42128.0
Kabankalan Catholic College,9.9978283,122.8146203,1963.0,Lower middle income,1.0,39563.0
Kabardino-Balkarian State Agricultural Academy Named After V.M. Kokov,43.469243,43.580525,1981.0,Upper middle income,0.0,34300.0
Kabardino-Balkarian State University,43.4945252,43.5962579,1932.0,Upper middle income,0.0,145833.0
Kabul University,34.5161109,69.1344327,1932.0,Low income,0.0,123369.0
Kadi Sarva Vishwavidyalaya,23.2408238,72.655009,2007.0,Lower middle income,1.0,120088.0
Kaduna Polytechnic,10.5269695,7.4244257,1956.0,Lower middle income,0.0,144493.0
Kafr El Shiekh University,31.0971729,30.947375,1982.0,Lower middle income,0.0,183363.0
Kagawa University.,34.3422096,134.0371086,1949.0,High income,0.0,58728.0
Kagoshima University,31.5699425,130.5442848,1949.0,High income,0.0,114850.0
Kahramanmaras S��T���� Imam University,37.5858082,36.8193344,1992.0,Upper middle income,0.0,84493.0
Kaili University.,26.529396,107.891657,1958.0,Upper middle income,0.0,44165.0
Kaiserslautern University Of Applied Sciences,49.4470932,7.7594072,1959.0,High income,0.0,43318.0
Kakatiya University,18.0280771,79.5519144,1967.0,Lower middle income,0.0,511439.0
Kalay University.,23.2003063,93.9637447,1993.0,Lower middle income,0.0,42696.0
Kalayan Colleges,14.2439236,121.1123152,1926.0,Lower middle income,1.0,42226.0
Kalinga Institute Of Industrial Technology,20.3547697,85.8152921,1992.0,Lower middle income,1.0,77151.0
Kalinga State University,17.402545,121.4406037,1974.0,Lower middle income,0.0,56124.0
Kaliningrad Institute Of Law Of The Ministry Of Internal Affairs Of Russia,54.7116095,20.46453,1953.0,Upper middle income,0.0,40619.0
Kaliningrad State Technical University,54.720665,20.498349,1930.0,Upper middle income,0.0,65462.0
Kalmyk State University Named After B.B. Gorodovikov.,46.308056,44.270564,1970.0,Upper middle income,0.0,47258.0
Kaluga State Pedagogical University Named After K. Ciolkovsky,54.508946,36.2727251,1786.0,Upper middle income,0.0,55474.0
Kamchatka State University Named After Vitus Bering,53.0353713,158.6645716,1958.0,Upper middle income,0.0,42903.0
Kameshwar Singh Darbhanga Sanskrit University,26.1649985,85.897395,1961.0,Lower middle income,0.0,3546131.0
Kamianets-Podilskyi Ivan Ohiienko National University,48.6751174,26.5867297,1918.0,Lower middle income,0.0,35109.0
Kamphaeng Phet Rajabhat University,16.4523604,99.5140016,1973.0,Upper middle income,0.0,60565.0
Kanagawa Institute Of Technology,35.4865554,139.3432554,1968.0,High income,1.0,40316.0
Kanagawa University,35.4846317,139.6199638,1928.0,High income,1.0,184473.0
Kanazawa Institute Of Technology,36.530187,136.627849,1965.0,High income,1.0,69054.0
Kanazawa University,36.5459066,136.7076053,1949.0,High income,0.0,118043.0
Kanchanaburi Rajabhat University,14.0590355,99.4255029,1973.0,Upper middle income,0.0,60565.0
Kang Gon University.,39.0044274,125.7453908,1971.0,Low income,0.0,94619.0
Kangnam University,37.27574,127.13249,1946.0,High income,1.0,57132.0
"Kangwon National University - Kangwon National University, Samcheok Campus",37.4538118,129.1623725,1939.0,High income,0.0,37276.0
Kanjuruhan University,-8.0068475,112.6201209,1975.0,Upper middle income,1.0,53757.0
Kansai Gaidai University,34.8232692,135.6641178,1945.0,High income,1.0,131418.0
Kansai University,34.7732731,135.5107369,1886.0,High income,1.0,350675.0
Kansas State University,39.1974437,-96.5847249,1863.0,High income,0.0,261511.0
Kanto Gakuin University,35.3234243,139.6254322,1949.0,High income,1.0,97720.0
Kapalong College Of Agricultural Sciences And Technology,7.5611772,125.6658019,2005.0,Lower middle income,0.0,38229.0
Kaplan University,26.203981,-80.1644408,1937.0,High income,1.0,189953.0
Karabuk University,41.2106646,32.6555019,2007.0,Upper middle income,0.0,115122.0
Karachaevo-Cherkessk State Institute Of Technology,44.230886,42.049484,1971.0,Upper middle income,0.0,38274.0
Karachaevo-Cherkessk State University Named After U.D. Aliev,43.7697798,41.9052058,1940.0,Upper middle income,0.0,44858.0
Karaganda Economics University Of Kazpotrebsoyuz,52.0252055,-0.7090258,1966.0,Upper middle income,1.0,50094.0
Karaganda Medical University,49.8130811,73.102102,1950.0,Upper middle income,0.0,55844.0
Karaganda State Technical University,49.8186051,73.1043975,1953.0,Upper middle income,0.0,47987.0
Karakalpak State University,42.4942805,59.6067508,1935.0,Lower middle income,0.0,62423.0
Karamano��Lu Mehmetbey University,37.177263,33.2540512,1987.0,Upper middle income,0.0,56559.0
Karimchon University,43.7824893,-79.1887005,1971.0,Low income,0.0,83574.0
Karlsruhe University Of Applied Sciences,49.0158495,8.3905234,1878.0,High income,0.0,57050.0
Karlsruhe University Of Education,49.01324,8.39326,1768.0,High income,0.0,31197.0
Karlstad University.,59.406399,13.582588,1977.0,High income,0.0,91174.0
Karnatak University,15.440399,74.9852312,1949.0,Lower middle income,0.0,595323.0
Karnataka State Open University,12.3163777,76.6228158,1969.0,Lower middle income,0.0,312828.0
Karolinska Institute,59.3481484,18.0236579,1810.0,High income,0.0,49626.0
Karunya Institute Of Technology And Sciences,10.936164,76.744061,1986.0,Lower middle income,1.0,35749.0
Kasdi Member University Of Ouargla,31.9416083,5.3068146,1987.0,Lower middle income,0.0,96195.0
Kasem Bundit University.,13.7388186,100.6271427,1987.0,Upper middle income,1.0,53132.0
Kasetsart University,13.8475694,100.5696188,1917.0,Upper middle income,0.0,289399.0
Kashgar University,39.477959,76.002764,1962.0,Upper middle income,0.0,56224.0
Kasimir Pu��Aski University Of Technology And Humanities In Radom,51.4181445,21.1595817,1950.0,High income,0.0,143617.0
Kassala University,15.4475859,36.381412,1990.0,Low income,0.0,66157.0
Kastamonu University,41.43505,33.765641,2006.0,Upper middle income,0.0,57390.0
Katowice Business University,50.212247,18.976978,1991.0,High income,1.0,47361.0
Kaunas University Of Technology,54.898991,23.912825,1922.0,High income,0.0,152741.0
Kazakh Abylai Khan University Of International Relations And World Languages,43.243604,76.920421,1941.0,Upper middle income,0.0,38126.0
Kazakh Academy Of Sport And Tourism,43.2414194,76.9267067,1944.0,Upper middle income,0.0,33064.0
Kazakh Kurmangazy National Conservatory,43.2521514,76.9420547,1944.0,Upper middle income,0.0,40203.0
Kazakh National Agrarian University,43.2419527,76.9528767,1929.0,Upper middle income,0.0,50225.0
Kazakh National Pedagogical University Named After Abai,43.2562563,76.953282,1928.0,Upper middle income,0.0,113413.0
Kazan (Volga Region) Federal University,55.790447,49.1214349,1804.0,Upper middle income,0.0,201117.0
Kazan Institute Of The Ministry Of Internal Affairs Of Russia,55.7342703,49.1701571,1974.0,Upper middle income,0.0,38134.0
Kazan State Academy Of Veterinary Medicine Named After N.E. Bauman,55.8205157,49.1789957,1873.0,Upper middle income,0.0,42681.0
Kazan State Agrarian University,55.7949455,49.1412073,1922.0,Upper middle income,0.0,45416.0
Kazan State Energetics University,55.814744,49.094711,1946.0,Upper middle income,0.0,57863.0
Kazan State Finance And Economics Institute,55.786945,49.127281,1931.0,Upper middle income,0.0,61656.0
Kazan State Institute Of Culture,55.7618281,49.1530647,1969.0,Upper middle income,0.0,39611.0
Kazan State University Of Architecture And Civil Engineering,55.783693,49.1449359,1930.0,Upper middle income,0.0,66030.0
Kazan State University Of Medicine,55.7907156,49.1408246,1814.0,Upper middle income,0.0,59787.0
Kazan State University Of Technology,55.790447,49.1214349,1890.0,Upper middle income,0.0,47772.0
Kca University,-1.2536456,36.8595237,1989.0,Lower middle income,1.0,79976.0
Kdu University College,3.0926876,101.559754,1983.0,Upper middle income,1.0,37032.0
Kedge Business School,44.7963331,-0.6009773,1874.0,High income,1.0,37805.0
Kediri Nusantara Pgri University,-7.800289,112.0020851,1977.0,Upper middle income,1.0,39866.0
Keimyung University,35.8534841,128.4799488,1954.0,High income,1.0,190209.0
Keio University,35.6489643,139.7429376,1858.0,High income,1.0,453965.0
Kemerovo State Agricultural Institute,55.3299475,86.1741004,1982.0,Upper middle income,0.0,34269.0
Kemerovo State Medical Academy,55.3382591,86.164726,1956.0,Upper middle income,0.0,42276.0
Kemerovo Technological Institute Of Food Industry,55.3358269,86.1717184,1972.0,Upper middle income,0.0,38227.0
Kennedy Faculties,42.3712317,-71.1218915,1964.0,Upper middle income,1.0,36187.0
Kennesaw State University,34.0381785,-84.5826712,1963.0,High income,0.0,281033.0
Kentucky State University,38.2003336,-84.8558017,1886.0,High income,0.0,33598.0
Kenyatta University,-1.1805251,36.9347514,1965.0,Lower middle income,0.0,193229.0
Kerman Medical University,30.2438771,57.1070214,1977.0,Upper middle income,0.0,32509.0
Kh. Dosmuhamedov Atyrau State University,47.0979727,51.9115989,1950.0,Upper middle income,0.0,39948.0
Khakassijan State University Named After N.F. Katanov,53.7246227,91.4472905,1939.0,Upper middle income,0.0,159655.0
Kharazmi University,35.7037533,51.4266929,1919.0,Upper middle income,0.0,77225.0
Kharkiv H. Skovoroda National Pedagogical University,50.0199329,36.3185995,1811.0,Lower middle income,0.0,69630.0
Kharkiv Humanitarian Pedagogical Academy,49.988746,36.229839,1920.0,Lower middle income,0.0,34121.0
Kharkiv Medical Academy Of Postgraduate Education,50.0091665,36.2287017,1923.0,Lower middle income,0.0,33944.0
Kharkiv National Agrarian University Named After V.V. Dokuchayev,49.8946374,36.4482197,1816.0,Lower middle income,0.0,68016.0
Kharkiv National Medical University,50.0091665,36.2287017,1805.0,Lower middle income,0.0,62708.0
Kharkiv National University Of Arts Named After I.P. Kotljarevskogo,49.9910724,36.2320753,1917.0,Lower middle income,0.0,33628.0
Kharkiv National University Of Construction And Architecture,50.0002807,36.2351911,1930.0,Lower middle income,0.0,40901.0
Kharkiv National University Of Radio Electronics,50.014791,36.2284908,1930.0,Lower middle income,0.0,97345.0
Kharkiv Petro Vasylenko National Technical University Of Agriculture,50.006015,36.245437,1930.0,Lower middle income,0.0,48654.0
Kharkiv State University Of Food Technology And Trade,50.0409009,36.1948034,1967.0,Lower middle income,0.0,43126.0
Kharkiv State Zouterry Academy,50.007875,36.2019781,1851.0,Lower middle income,0.0,38396.0
Kherson Academy Of Continuing Education,46.6514362,32.6371678,1944.0,Lower middle income,0.0,32722.0
Kherson National Technical University,46.6687927,32.6376006,1980.0,Lower middle income,0.0,32899.0
Kherson State Agrarian University,46.6424724,32.5842751,1874.0,Lower middle income,0.0,37769.0
Kherson State University,46.6457825,32.6297932,1917.0,Lower middle income,0.0,48490.0
Khmelnytsky Humanitarian And Pedagogical Academy,49.4216,26.9891678,1921.0,Lower middle income,0.0,34063.0
Khmelnytsky National University,49.4088388,26.9604143,1962.0,Lower middle income,0.0,84505.0
Khon Kaen University,16.4723273,102.8257417,1964.0,Upper middle income,0.0,179953.0
Khujand State University,40.2743347,69.6405747,1932.0,Low income,0.0,94433.0
"Kibbutzim College Of Education, Technology And Arts",32.1004645,34.791473,1939.0,High income,0.0,34709.0
Kidapawan College.,7.0012835,125.0860177,1986.0,Lower middle income,1.0,31449.0
Kids Business School,18.4820625,-69.9259049,2005.0,Upper middle income,0.0,33703.0
Kiel University Of Applied Sciences,54.3325594,10.1801783,1969.0,High income,0.0,48984.0
Kielce University Of Technology,50.8787922,20.6400557,1965.0,High income,0.0,54587.0
Kigali Independent University,-1.9202449,30.0564749,1996.0,Low income,1.0,56402.0
Kilis 7 December University,36.7315104,37.1030982,2007.0,Upper middle income,0.0,38175.0
Kim Chaek University Of Technology,39.0036549,125.745918,1948.0,Low income,0.0,215901.0
Kim Chol Ju University Of Educe,39.005756,125.762398,1946.0,Low income,0.0,104657.0
Kim Hyong Gwon University Of Education,43.7824893,-79.1887005,1961.0,Low income,0.0,101084.0
Kim Il Sung University,39.0581367,125.7682553,1946.0,Low income,0.0,125229.0
Kim Jong Suk University Of Education,39.005756,125.762398,1967.0,Low income,0.0,98126.0
Kim Jong Tae University,39.0581367,125.7682553,1957.0,Low income,0.0,103195.0
Kim Your Won University,39.0044274,125.7453908,1960.0,Low income,0.0,98334.0
Kimpa Life University,-7.617492,15.0654544,1983.0,Lower middle income,0.0,36223.0
Kindai University,34.6511852,135.5883811,1925.0,High income,1.0,348927.0
Kindos University,35.1397716,129.0984966,1934.0,High income,1.0,63349.0
King Abdulaziz University,21.4932675,39.2391473,1967.0,High income,0.0,277300.0
King And Rajabhat University,14.0590355,99.4255029,1994.0,Upper middle income,0.0,50458.0
King Fahd University Of Petroleum And Minerals,26.3070624,50.1458938,1963.0,High income,0.0,62124.0
King Faisal University,24.6633117,46.677254,1975.0,High income,0.0,131347.0
King Juan Carlos University,40.3354386,-3.8773975,1996.0,High income,0.0,88363.0
King Khalid University,18.2477238,42.5602441,1976.0,High income,0.0,320646.0
King Mongkut'S Institute Of Technology Ladkrabang,13.7298889,100.7782323,1960.0,Upper middle income,0.0,91286.0
King Saud Bin Abdulaziz University For Health Sciences,24.754344,46.852742,2005.0,High income,0.0,54869.0
King Saud University,24.7252026,46.6236596,1957.0,High income,0.0,308751.0
King'S College London - University Of London,51.5114864,-0.115997,1829.0,High income,0.0,131384.0
King'S College Of Isulan,6.6206309,124.6093621,1958.0,Lower middle income,1.0,40350.0
King'S College Of Marbel,6.513669,124.826939,1959.0,Lower middle income,1.0,40291.0
Kingston University,51.405928,-0.3078372,1970.0,High income,0.0,130245.0
Kinjo Gakuin University,35.210475,136.9949988,1889.0,High income,1.0,45729.0
Kirikkale University,39.8794165,33.44586,1992.0,Upper middle income,0.0,87949.0
Kirov State Medical Academy,58.5929252,49.6697388,1987.0,Upper middle income,0.0,30534.0
Kirsehir Ahi Evran University,39.1430158,34.1247846,2006.0,Upper middle income,0.0,38163.0
Kisi University,-0.4478601,34.8885296,1965.0,Lower middle income,0.0,38494.0
Kitakyushu University,33.8441253,130.8785001,1946.0,High income,0.0,63699.0
Kitasato University,35.6447768,139.7256298,1962.0,High income,1.0,72792.0
Kobe Gakuin University,34.6640884,135.0298032,1966.0,High income,1.0,93883.0
Kobe Women'S University,34.6575097,135.1096968,1950.0,High income,1.0,35955.0
Koblenz University Of Applied Sciences,50.33604,7.56957,1996.0,High income,0.0,34053.0
Kocaeli University,40.8221732,29.9216517,1979.0,Upper middle income,0.0,233927.0
Kofi Annan University Of Guinea,9.61568,-13.6378496,1999.0,Low income,1.0,40087.0
Kogakkan University,34.4862274,136.7270647,1882.0,High income,1.0,42212.0
Kogakuin University,43.8382153,-79.3285967,1887.0,High income,1.0,107176.0
Kogi State University,7.4858437,7.1873956,2000.0,Lower middle income,0.0,169813.0
Kokugakuin University,35.6551147,139.7118797,1882.0,High income,1.0,145217.0
Kokushikan University,35.6478739,139.6537457,1917.0,High income,1.0,142237.0
Komazawa University,35.6289685,139.65841,1592.0,High income,1.0,209998.0
Komsomol'Sk-On-Amur State Technical University,50.5466959,137.0035,1955.0,Upper middle income,0.0,58872.0
Konan University,34.7295367,135.2686314,1918.0,High income,1.0,104789.0
Kongju National University,36.4689996,127.1399886,1948.0,High income,0.0,129618.0
Konkuk University,37.5407625,127.0793428,1946.0,High income,1.0,185866.0
Konkuk University - Chungju Campus,36.9494546,127.9083146,1980.0,High income,1.0,44514.0
Konstantin Preslavsky University Of Shumen,43.27966,26.9479249,1971.0,Upper middle income,0.0,50876.0
Konyang University,36.182652,127.1113588,1991.0,High income,1.0,37291.0
Kookmin University,37.6108694,126.9972889,1946.0,High income,1.0,123818.0
Korea Advanced Institute Of Science And Technology,36.3721427,127.36039,1971.0,High income,0.0,46097.0
Korea Aerospace University,37.599355,126.8651474,1952.0,High income,1.0,33725.0
Korea Maritime And Ocean University,35.0762886,129.0889751,1945.0,High income,0.0,48853.0
Korea National Open University,37.5790986,127.0027894,1972.0,High income,0.0,1635656.0
Korea National Sport University,37.5196266,127.1309837,1976.0,High income,0.0,32994.0
Korea National University Of Education,36.6083563,127.3582209,1984.0,High income,0.0,41255.0
Korea National University Of Transportation,36.9697282,127.8713222,1962.0,High income,0.0,97970.0
Korea Nazarene University,36.7962041,127.1185261,1954.0,High income,1.0,33563.0
Korea Polytechnic University,37.3401906,126.7335293,1997.0,High income,1.0,32005.0
Korea University,37.5883798,127.0215714,1905.0,High income,1.0,289169.0
Korkyt Ata Kyzylorda State University,44.8435733,65.5042594,1937.0,Upper middle income,0.0,92678.0
Koryo University Of Pharmacy,43.7824893,-79.1887005,1968.0,Low income,0.0,86985.0
Kostanay State Pedagogical University Named After U. Sultanigazin,53.2201678,63.624928,1939.0,Upper middle income,0.0,40622.0
Kostanay State University Named After Akhmet Baitursynov,53.2142096,63.6278951,1939.0,Upper middle income,0.0,94195.0
Kostroma State Academy Of Agriculture,57.733452,41.0507389,1949.0,Upper middle income,0.0,39967.0
Kostroma State University Named After N.A. Nekrasov,57.768547,40.91839,1918.0,Upper middle income,0.0,64008.0
Kostroma State University Of Technology,58.0445396,38.8382712,1932.0,Upper middle income,0.0,46186.0
Koszalin University Of Technology,54.2036041,16.1972088,1968.0,High income,0.0,118646.0
Kovrov State Academy Of Technology Named After V.A. Degtjarev,56.3499569,41.3182353,1952.0,Upper middle income,0.0,40681.0
Kozminski University In Warsaw,52.2716294,21.0144583,1997.0,High income,1.0,31020.0
Krakow University Of Economics,50.0685649,19.9551201,1925.0,High income,0.0,138229.0
Krantiguru Shyamji Krishna Verma Kachchh University,23.2139172,69.6545223,2003.0,Lower middle income,0.0,59242.0
Krasnojarsk State Institute For Trade And Economics,55.5333182,89.2001072,1979.0,Upper middle income,0.0,34427.0
Krasnojarsk State Institute Of Arts,56.0137928,92.8397164,1977.0,Upper middle income,0.0,36202.0
Krasnojarsk State Institute Of Fine Arts,55.7107897,37.5778246,1987.0,Upper middle income,0.0,30136.0
Krasnojarsk State Medical University Named After Prof. V.F. Jasenetskij,56.0241182,92.9060753,1942.0,Upper middle income,0.0,47316.0
Krasnojarsk State Pedagogical University,56.0151353,92.8599012,1932.0,Upper middle income,0.0,44330.0
Krasnojarsk State University Of Agriculture,56.011903,92.863983,1952.0,Upper middle income,0.0,60543.0
Kremenchuk National University Named After Mykhaylo Ostrogradskiy,49.0602958,33.4103539,1960.0,Lower middle income,0.0,32715.0
Krida Wacana Christian University,-6.1726558,106.788204,1967.0,Upper middle income,1.0,35004.0
Krishna Kanta Handiqui State Open University,26.0930327,91.618067,2007.0,Lower middle income,0.0,151527.0
Kristiania University College,59.910952,10.7460874,1976.0,High income,1.0,44993.0
Kristianstad University.,56.0484832,14.1463248,1977.0,High income,0.0,66272.0
Krivorkryvyi Rih State Pedagogical University,47.9073615,33.3665165,1930.0,Lower middle income,0.0,34410.0
Kryvyi Rih National University,47.9058389,33.4004356,2011.0,Lower middle income,1.0,38624.0
Kth Royal Institute Of Technology,59.3498706,18.0702566,1827.0,High income,0.0,118973.0
Kuban State Medical University,45.0152109,38.9750434,1920.0,Upper middle income,0.0,63746.0
Kuban State University,45.0207075,39.0312614,1920.0,Upper middle income,0.0,160129.0
Kuban State University Of Agriculture,45.0483481,38.9232811,1922.0,Upper middle income,0.0,159995.0
"Kuban State University Of Physical Education, Sport And Tourism",45.0351167,38.9812636,1969.0,Upper middle income,0.0,40310.0
Kuban State University Of Technology,45.0482147,39.0028174,1918.0,Upper middle income,0.0,125808.0
Kumamoto Gakuen University,32.8047067,130.7288632,1942.0,High income,1.0,67813.0
Kumamoto University,32.812993,130.7275286,1949.0,High income,0.0,105537.0
Kumaun University,29.3826134,79.4584008,1973.0,Lower middle income,1.0,405730.0
Kumgang University,38.5237778,127.9870708,1949.0,Low income,0.0,104253.0
Kumoh National Institute Of Technology,36.1460625,128.3934375,1979.0,High income,0.0,54337.0
Kunitachi College Of Music,35.732059,139.412714,1926.0,High income,1.0,33548.0
Kunming Medical University,25.044101,102.687007,1933.0,Upper middle income,0.0,67125.0
Kunming University,25.044101,102.687007,1978.0,Upper middle income,0.0,68327.0
Kunsan National University,35.9460546,126.6821658,1979.0,High income,0.0,62686.0
Kurgan State Academy Of Agriculture Named After T.S. Maltsev,55.2936268,65.3231694,1944.0,Upper middle income,0.0,43035.0
Kursk State Academy Of Agriculture Named After Prof. I.I. Ivanov,51.7646644,36.1834673,1951.0,Upper middle income,0.0,42442.0
Kursk State Medical University,51.7488898,36.1948624,1935.0,Upper middle income,0.0,45211.0
Kursk State University,51.7351686,36.1906754,1934.0,Upper middle income,0.0,50005.0
Kurukshetra University,29.9692816,76.8819017,1956.0,Lower middle income,0.0,383615.0
Kurume University,33.3287206,130.5111838,1928.0,High income,1.0,66833.0
Kutahya Dumlupinar University,39.4800694,29.8993082,1992.0,Upper middle income,0.0,148150.0
Kutawato Institute Of Technology Foundation,7.2192935,124.2486889,1992.0,Lower middle income,1.0,33478.0
Kuvempu University,13.7315562,75.6307619,1973.0,Lower middle income,0.0,273571.0
Kuwait University,29.3406199,47.9212797,1966.0,High income,0.0,199555.0
Kuzbass State Technical University Named After T.F. Gorbachev,55.348317,86.077574,1950.0,Upper middle income,0.0,77459.0
Kwame Nkrumah University Of Science And Technology,6.6745035,-1.5716114,1951.0,Lower middle income,0.0,190117.0
Kwansei Gakuin University,34.7684386,135.3467754,1889.0,High income,1.0,199269.0
Kwantlen Polytechnic University,49.1332093,-122.8718734,1981.0,High income,0.0,108474.0
Kwara State University,8.7099782,4.4665529,2009.0,Lower middle income,0.0,64499.0
"Kyiv National I. K. Karpenko-Kary Theatre, Cinema And Television University",50.453818,30.50681,1918.0,Lower middle income,0.0,35191.0
Kyiv National Linguistics University,50.427615,30.517108,1948.0,Lower middle income,0.0,63844.0
Kyiv National University Of Construction And Architecture,50.4265384,30.4655824,1930.0,Lower middle income,0.0,57604.0
Kyiv National University Of Technologies And Design,50.4311868,30.5381751,1930.0,Lower middle income,0.0,92386.0
Kyiv National University Of Trade And Economics,50.4655085,30.6380095,1966.0,Lower middle income,0.0,147879.0
Kyjivs'Kyj University Imeni Borysa Hrin��Enka,50.4527857,30.5015792,1919.0,Lower middle income,0.0,61156.0
Kyonggi University,37.300485,127.035833,1947.0,High income,1.0,71852.0
Kyongsong University,41.5917048,129.5991423,1948.0,Low income,0.0,99914.0
Kyorin University,35.677279,139.5659607,1966.0,High income,1.0,30332.0
Kyoritsu Women'S University,35.6933207,139.7572299,1886.0,High income,1.0,113783.0
Kyoto Institute Of Technology,35.0497801,135.7820295,1949.0,High income,0.0,42052.0
Kyoto Sangyo University,35.0705041,135.7572286,1965.0,High income,1.0,137591.0
Kyoto Seika University,35.0731108,135.7703369,1968.0,High income,1.0,36297.0
Kyoto University,35.0262444,135.7808218,1897.0,High income,0.0,239556.0
Kyoto University Of Advanced Science,34.9949646,135.5548741,1969.0,High income,1.0,34951.0
Kyoto University Of Art And Design,35.036895,135.7930081,1991.0,High income,1.0,50945.0
Kyoto University Of Foreign Studies,35.0038645,135.7189067,1947.0,High income,1.0,69312.0
Kyoto Women'S University,34.988605,135.779842,1920.0,High income,1.0,49137.0
Kyrgyz National Agrarian University Named After K.I.Skriabin,42.8519122,74.6051062,1933.0,Lower middle income,0.0,63910.0
Kyrgyz State Technical University Named After I.Razzakov,42.8449652,74.5874822,1954.0,Lower middle income,0.0,73791.0
"Kyrgyz State University Of Construction, Transport And Architecture",42.8398202,74.6010858,1992.0,Lower middle income,0.0,41258.0
Kyrgyz-Russian Slavic University Named After The First President Of Russian Federation B.N. Yeltsin,42.8742001,74.6382133,1992.0,Lower middle income,0.0,35716.0
